,items,comp
974,"Employment to population ratio, ages 15-24, total (%) (national estimate)",-0.35594767332077026
145,GNI per capita (constant LCU),-0.3496806025505066
517,Marine protected areas (% of territorial waters),-0.3485903739929199
1133,Merchandise trade (% of GDP),-0.3477618098258972
1030,Income share held by fourth 20%,-0.3473522961139679
130,GDP per capita (constant LCU),-0.3464561104774475
474,Mineral rents (% of GDP),-0.3450828194618225
20,Cereal yield (kg per hectare),-0.3431153893470764
631,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",-0.3414044976234436
1063,"Binding coverage, all products (%)",-0.340813010931015
234,Net ODA received (% of GNI),-0.34007126092910767
107,"External debt stocks (% of exports of goods, services and primary income)",-0.3364732265472412
481,Pump price for diesel fuel (US$ per liter),-0.33642175793647766
431,"Trained teachers in preprimary education, male (% of male teachers)",-0.3328896760940552
146,GNI per capita (current LCU),-0.3305087387561798
35,Rural land area where elevation is below 5 meters (% of total land area),-0.32735389471054077
627,"Children in employment, work only, male (% of male children in employment, ages 7-14)",-0.32630419731140137
85,"Communications, computer, etc. (% of service exports, BoP)",-0.3255167603492737
26,Fertilizer consumption (kilograms per hectare of arable land),-0.32424670457839966
681,"Survival to age 65, male (% of cohort)",-0.32192423939704895
1064,"Binding coverage, manufactured products (%)",-0.3216884136199951
579,"Commercial bank branches (per 100,000 adults)",-0.3209311068058014
1065,"Binding coverage, primary products (%)",-0.3199723958969116
963,Coverage of unemployment benefits and ALMP in richest quintile (% of population),-0.3187897801399231
15,Arable land (% of land area),-0.31478914618492126
430,"Trained teachers in preprimary education, female (% of female teachers)",-0.3113638758659363
894,ICT goods imports (% total goods imports),-0.31093454360961914
28,Forest area (% of land area),-0.3104669153690338
1096,"Lead time to export, median case (days)",-0.3096335530281067
530,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",-0.30798882246017456
429,Trained teachers in preprimary education (% of total teachers),-0.2997216284275055
1151,"Tariff rate, most favored nation, weighted mean, manufactured products (%)",-0.2987925410270691
735,Domestic general government health expenditure (% of current health expenditure),-0.29543161392211914
635,"Employment in industry, female (% of female employment) (modeled ILO estimate)",-0.2951260805130005
131,GDP per capita (current LCU),-0.29003965854644775
653,Legislation exists on domestic violence (1=yes; 0=no),-0.2881171405315399
884,Vitamin A supplementation coverage rate (% of children ages 6-59 months),-0.2876048684120178
924,"Average working hours of children, working only, male, ages 7-14 (hours per week)",-0.2868289351463318
850,"Prevalence of severe wasting, weight for height (% of children under 5)",-0.2859339118003845
641,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",-0.28554093837738037
105,External balance on goods and services (current US$),-0.281497061252594
181,Gross national expenditure (% of GDP),-0.2678271532058716
393,"School enrollment, preprimary, male (% gross)",-0.26695236563682556
221,"Inflation, GDP deflator (annual %)",-0.26390284299850464
655,"Life expectancy at birth, male (years)",-0.2618064880371094
1145,"Tariff rate, applied, weighted mean, manufactured products (%)",-0.2614424526691437
118,"Foreign direct investment, net (BoP, current US$)",-0.2602490484714508
875,"Suicide mortality rate, male (per 100,000 male population)",-0.2601783871650696
783,Out-of-pocket expenditure per capita (current US$),-0.25902220606803894
283,Total reserves minus gold (current US$),-0.25565898418426514
1002,"Part time employment, total (% of total employment)",-0.2544374167919159
873,"Suicide mortality rate (per 100,000 population)",-0.24881193041801453
809,"Population ages 35-39, male (% of male population)",-0.2488088607788086
973,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",-0.24757665395736694
44,"2005 PPP conversion factor, GDP (LCU per international $)",-0.2467348426580429
392,"School enrollment, preprimary, female (% gross)",-0.24575258791446686
570,Broad money (% of GDP),-0.24307754635810852
450,Delay in obtaining an electrical connection (days),-0.23949715495109558
694,Women who believe a husband is justified in beating his wife when she burns the food (%),-0.23358941078186035
439,"Trained teachers in upper secondary education, female (% of female teachers)",-0.2330205887556076
720,"Completeness of birth registration, rural (%)",-0.2328474223613739
434,"Trained teachers in primary education, male (% of male teachers)",-0.23215165734291077
719,"Completeness of birth registration, male (%)",-0.23095908761024475
972,"Employment to population ratio, ages 15-24, male (%) (national estimate)",-0.2306382954120636
1164,Population in the largest city (% of urban population),-0.22693537175655365
391,"School enrollment, preprimary (% gross)",-0.2248433232307434
67,Adjusted savings: natural resources depletion (% of GNI),-0.22292152047157288
721,"Completeness of birth registration, urban (%)",-0.2226070910692215
1082,Import value index (2000 = 100),-0.2223867028951645
961,Coverage of unemployment benefits and ALMP in 4th quintile (% of population),-0.22110676765441895
269,"Services, value added (% of GDP)",-0.22089430689811707
575,"Claims on central government, etc. (% GDP)",-0.217756450176239
1077,Customs and other import duties (% of tax revenue),-0.21656930446624756
678,"Smoking prevalence, females (% of adults)",-0.21570466458797455
744,External health expenditure per capita (current US$),-0.21544483304023743
983,"Labor force participation rate for ages 15-24, male (%) (national estimate)",-0.21399663388729095
518,Methane emissions (% change from 1990),-0.21333973109722137
8,Agricultural nitrous oxide emissions (% of total),-0.2123102992773056
251,"PPP conversion factor, GDP (LCU per international $)",-0.21182593703269958
779,"Number of surgical procedures (per 100,000 population)",-0.20970654487609863
282,"Total reserves (includes gold, current US$)",-0.20728778839111328
883,Use of insecticide-treated bed nets (% of under-5 population),-0.20705758035182953
525,Nitrous oxide emissions (% change from 1990),-0.20671838521957397
811,"Population ages 40-44, male (% of male population)",-0.20549219846725464
438,Trained teachers in upper secondary education (% of total teachers),-0.20497125387191772
491,"Annual freshwater withdrawals, total (% of internal resources)",-0.19881536066532135
451,Electric power consumption (kWh per capita),-0.19876478612422943
871,"Smoking prevalence, total (ages 15+)",-0.19864770770072937
577,Claims on other sectors of the domestic economy (annual growth as % of broad money),-0.1975768506526947
1141,"Tariff rate, applied, simple mean, all products (%)",-0.19701696932315826
718,"Completeness of birth registration, female (%)",-0.1968136429786682
45,"2005 PPP conversion factor, private consumption (LCU per international $)",-0.19540725648403168
654,"Life expectancy at birth, female (years)",-0.19514648616313934
1148,"Tariff rate, most favored nation, simple mean, manufactured products (%)",-0.19477321207523346
642,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",-0.19475381076335907
784,"Out-of-pocket expenditure per capita, PPP (current international $)",-0.19458699226379395
638,"Employment in services, male (% of male employment) (modeled ILO estimate)",-0.19423450529575348
680,"Survival to age 65, female (% of cohort)",-0.19365772604942322
584,Domestic credit provided by financial sector (% of GDP),-0.19341373443603516
158,General government final consumption expenditure (current LCU),-0.19099639356136322
358,"Over-age students, primary (% of enrollment)",-0.19022369384765625
639,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",-0.18836623430252075
813,"Population ages 45-49, male (% of male population)",-0.18764066696166992
745,"External health expenditure per capita, PPP (current international $)",-0.18672631680965424
576,Claims on other sectors of the domestic economy (% of GDP),-0.1863768994808197
552,Renewable internal freshwater resources per capita (cubic meters),-0.18430525064468384
649,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),-0.18248620629310608
752,"Incidence of malaria (per 1,000 population at risk)",-0.18211206793785095
969,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",-0.18188776075839996
671,"Prevalence of underweight, weight for age, male (% of children under 5)",-0.18161523342132568
309,"Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",-0.1792844831943512
845,Prevalence of anemia among pregnant women (%),-0.1787344515323639
133,GDP per capita growth (annual %),-0.17820405960083008
670,"Prevalence of underweight, weight for age, female (% of children under 5)",-0.17795783281326294
157,General government final consumption expenditure (constant LCU),-0.17743921279907227
169,Gross domestic income (constant LCU),-0.1771543025970459
359,"Over-age students, primary, female (% of female enrollment)",-0.17706020176410675
1045,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)",-0.17652627825737
531,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",-0.17598199844360352
252,"PPP conversion factor, private consumption (LCU per international $)",-0.17565007507801056
307,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",-0.17521214485168457
245,Net secondary income (Net current transfers from abroad) (constant LCU),-0.17367713153362274
657,Lifetime risk of maternal death (1 in: rate varies by country),-0.17332151532173157
231,"Manufacturing, value added (constant LCU)",-0.17230522632598877
456,Electricity production from nuclear sources (% of total),-0.17136253416538239
1158,Transport services (% of commercial service exports),-0.17083747684955597
112,Final consumption expenditure (constant LCU),-0.16986748576164246
513,Forest rents (% of GDP),-0.16981026530265808
985,"Labor force participation rate for ages 15-24, total (%) (national estimate)",-0.16831189393997192
417,"Secondary education, general pupils (% female)",-0.16811998188495636
1111,Merchandise exports to high-income economies (% of total merchandise exports),-0.1670323759317398
760,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)",-0.16587886214256287
588,"Inflation, GDP deflator: linked series (annual %)",-0.1658182293176651
717,Completeness of birth registration (%),-0.1655937135219574
603,Real effective exchange rate index (2010 = 100),-0.16462376713752747
536,"People using at least basic drinking water services, rural (% of rural population)",-0.16386684775352478
696,Women who believe a husband is justified in beating his wife when she neglects the children (%),-0.16359078884124756
755,"Life expectancy at birth, total (years)",-0.16256114840507507
1161,Travel services (% of commercial service imports),-0.16191597282886505
437,"Trained teachers in secondary education, male (% of male teachers)",-0.16100335121154785
1135,"Share of tariff lines with international peaks, all products (%)",-0.16070868074893951
332,Expenditure on secondary education (% of government expenditure on education),-0.1599244326353073
219,"Industry (including construction), value added (current LCU)",-0.1594567894935608
360,"Over-age students, primary, male (% of male enrollment)",-0.15904909372329712
232,"Manufacturing, value added (current LCU)",-0.15776430070400238
930,Child employment in manufacturing (% of economically active children ages 7-14),-0.15661942958831787
1142,"Tariff rate, applied, simple mean, manufactured products (%)",-0.15651649236679077
585,Domestic credit to private sector (% of GDP),-0.15649369359016418
807,"Population ages 30-34, male (% of male population)",-0.15625932812690735
483,Renewable electricity output (% of total electricity output),-0.15608611702919006
1131,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),-0.1553947627544403
981,"Labor force participation rate for ages 15-24, female (%) (national estimate)",-0.15146493911743164
817,"Population ages 50-54, male (% of male population)",-0.14942055940628052
695,Women who believe a husband is justified in beating his wife when she goes out without telling him (%),-0.14939846098423004
737,Domestic general government health expenditure per capita (current US$),-0.14921878278255463
586,Domestic credit to private sector by banks (% of GDP),-0.14774584770202637
800,"Population ages 15-64, male (% of total)",-0.1474229097366333
626,"Children in employment, work only, female (% of female children in employment, ages 7-14)",-0.14729902148246765
734,Domestic general government health expenditure (% of GDP),-0.14541098475456238
857,"Prevalence of underweight, weight for age (% of children under 5)",-0.1450531780719757
298,"Children out of school, male (% of male primary school age)",-0.14262227714061737
50,Adjusted net national income per capita (constant 2010 US$),-0.1410822570323944
436,"Trained teachers in secondary education, female (% of female teachers)",-0.14035971462726593
741,"Domestic private health expenditure per capita, PPP (current international $)",-0.13950282335281372
830,"Population ages 70-74, female (% of female population)",-0.13903142511844635
125,GDP (current LCU),-0.1386854499578476
109,Final consumption expenditure (% of GDP),-0.13754938542842865
150,"GNI per capita, PPP (current international $)",-0.13723956048488617
6,Agricultural methane emissions (% of total),-0.13491208851337433
117,"Food, beverages and tobacco (% of value added in manufacturing)",-0.13468094170093536
1071,"Computer, communications and other services (% of commercial service exports)",-0.13319668173789978
388,"Repeaters, primary, female (% of female enrollment)",-0.13281795382499695
241,Net primary income (Net income from abroad) (constant LCU),-0.1310361921787262
693,Women who believe a husband is justified in beating his wife when she argues with him (%),-0.13005733489990234
308,"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",-0.13003285229206085
958,Coverage of unemployment benefits and ALMP (% of population),-0.12992329895496368
141,GNI (current LCU),-0.12959423661231995
828,"Population ages 65-69, female (% of female population)",-0.12847916781902313
51,Adjusted net national income per capita (current US$),-0.12706369161605835
289,"Travel services (% of service imports, BoP)",-0.12671682238578796
1046,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)",-0.12662677466869354
184,Gross national expenditure (current LCU),-0.12661755084991455
619,"Child employment in manufacturing, male (% of male economically active children ages 7-14)",-0.1260395348072052
819,"Population ages 55-59, male (% of male population)",-0.1252625286579132
640,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",-0.12468791753053665
675,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49),-0.12433692067861557
748,"Immunization, DPT (% of children ages 12-23 months)",-0.12356756627559662
38,Rural population (% of total population),-0.12332908064126968
1166,Population in urban agglomerations of more than 1 million (% of total population),-0.12285999208688736
335,"Government expenditure on education, total (% of government expenditure)",-0.1222362071275711
1136,"Share of tariff lines with international peaks, manufactured products (%)",-0.12185436487197876
740,Domestic private health expenditure per capita (current US$),-0.12122419476509094
164,Gross capital formation (annual % growth),-0.12055027484893799
590,International migrant stock (% of population),-0.12044817209243774
926,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),-0.1204177588224411
148,"GNI per capita, Atlas method (current US$)",-0.1171131581068039
296,Children out of school (% of primary school age),-0.11646060645580292
950,Coverage of social insurance programs in richest quintile (% of population),-0.11447421461343765
925,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),-0.11402611434459686
454,Electricity production from hydroelectric sources (% of total),-0.11357414722442627
280,Total debt service (% of GNI),-0.11169300973415375
846,Prevalence of anemia among women of reproductive age (% of women ages 15-49),-0.11109019815921783
354,Lower secondary school starting age (years),-0.11097823083400726
712,"Cause of death, by non-communicable diseases (% of total)",-0.11029357463121414
806,"Population ages 30-34, female (% of female population)",-0.11017969995737076
204,Households and NPISHs final consumption expenditure (% of GDP),-0.10979688167572021
176,Gross fixed capital formation (constant LCU),-0.10959239304065704
1000,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",-0.10870909690856934
113,Final consumption expenditure (current LCU),-0.1085304319858551
198,Households and NPISHs Final consumption expenditure (current LCU),-0.1078493744134903
978,"Informal employment, female (% of total non-agricultural employment)",-0.10725724697113037
879,"Tuberculosis case detection rate (%, all forms)",-0.10596522688865662
980,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",-0.10501370579004288
138,GDP: linked series (current LCU),-0.10496239364147186
134,"GDP per capita, PPP (constant 2011 international $)",-0.1043722853064537
446,Alternative and nuclear energy (% of total energy use),-0.10394016653299332
132,GDP per capita (current US$),-0.10388015955686569
818,"Population ages 55-59, female (% of female population)",-0.10355864465236664
197,Households and NPISHs Final consumption expenditure (constant LCU),-0.10337243974208832
149,"GNI per capita, PPP (constant 2011 international $)",-0.103111632168293
947,Coverage of social insurance programs in 3rd quintile (% of population),-0.10249452292919159
892,Fixed telephone subscriptions (per 100 people),-0.10246855020523071
124,GDP (constant LCU),-0.10219170898199081
728,Current health expenditure per capita (current US$),-0.10208354145288467
380,"Progression to secondary school, female (%)",-0.10019144415855408
666,"Part time employment, male (% of total male employment)",-0.09864029288291931
218,"Industry (including construction), value added (constant LCU)",-0.0980842262506485
80,Changes in inventories (current LCU),-0.09785374999046326
396,"School enrollment, primary (gross), gender parity index (GPI)",-0.0964440256357193
758,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",-0.09623219072818756
511,Disaster risk reduction progress score (1-5 scale; 5=best),-0.09570345282554626
960,Coverage of unemployment benefits and ALMP in 3rd quintile (% of population),-0.09551571309566498
200,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),-0.09516046196222305
808,"Population ages 35-39, female (% of female population)",-0.09491629898548126
192,Gross value added at basic prices (GVA) (constant LCU),-0.09482342004776001
493,Aquaculture production (metric tons),-0.09479448199272156
183,Gross national expenditure (constant LCU),-0.09418731182813644
116,Financial intermediary services indirectly Measured (FISIM) (current LCU),-0.0940064936876297
381,"Progression to secondary school, male (%)",-0.09381996095180511
535,People using at least basic drinking water services (% of population),-0.09239278733730316
615,Births attended by skilled health staff (% of total),-0.09188984334468842
167,Gross capital formation (current LCU),-0.09084390103816986
816,"Population ages 50-54, female (% of female population)",-0.09026393294334412
738,"Domestic general government health expenditure per capita, PPP (current international $)",-0.08920428901910782
617,"Child employment in agriculture, male (% of male economically active children ages 7-14)",-0.0889996662735939
435,Trained teachers in secondary education (% of total teachers),-0.08881000429391861
103,External balance on goods and services (constant LCU),-0.08789713680744171
128,GDP growth (annual %),-0.08718851953744888
537,"People using at least basic drinking water services, urban (% of urban population)",-0.08528940379619598
272,"Short-term debt (% of exports of goods, services and primary income)",-0.0850081741809845
140,GNI (constant LCU),-0.08461334556341171
967,"Employment to population ratio, 15+, female (%) (national estimate)",-0.08437231928110123
701,ARI treatment (% of children under 5 taken to a health provider),-0.08390617370605469
72,Adjusted savings: particulate emission damage (% of GNI),-0.08288057148456573
582,"Depositors with commercial banks (per 1,000 adults)",-0.0821940153837204
90,Discrepancy in expenditure estimate of GDP (constant LCU),-0.08182525634765625
259,Price level ratio of PPP conversion factor (GDP) to market exchange rate,-0.08177582174539566
597,Net foreign assets (current LCU),-0.08175915479660034
84,Chemicals (% of value added in manufacturing),-0.08108914643526077
1097,"Lead time to import, median case (days)",-0.0809302106499672
135,"GDP per capita, PPP (current international $)",-0.08057969063520432
1105,Manufactures exports (% of merchandise exports),-0.08010980486869812
171,Gross domestic savings (current LCU),-0.07971616089344025
379,Progression to secondary school (%),-0.07851682603359222
144,GNI per capita (constant 2010 US$),-0.07774179428815842
398,"School enrollment, primary, female (% gross)",-0.07768040895462036
177,Gross fixed capital formation (current LCU),-0.07694151252508163
193,Gross value added at basic prices (GVA) (current LCU),-0.0766676738858223
698,Women who were first married by age 15 (% of women ages 20-24),-0.07647806406021118
912,Secure Internet servers (per 1 million people),-0.07633742690086365
977,Informal employment (% of total non-agricultural employment),-0.07591940462589264
368,Population ages 15-64 (% of total),-0.07585491240024567
747,"Hospital beds (per 1,000 people)",-0.07429175078868866
957,Coverage of social safety net programs in richest quintile (% of population),-0.07367628812789917
338,"Government expenditure per student, tertiary (% of GDP per capita)",-0.07364100962877274
253,"Personal remittances, paid (current US$)",-0.07305844128131866
246,Net secondary income (Net current transfers from abroad) (current LCU),-0.07210516184568405
571,Broad money (current LCU),-0.07098083943128586
685,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",-0.07089167833328247
297,"Children out of school, female (% of female primary school age)",-0.07008659839630127
364,"Persistence to last grade of primary, female (% of cohort)",-0.06956735253334045
948,Coverage of social insurance programs in 4th quintile (% of population),-0.06869341433048248
305,"Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)",-0.06773557513952255
58,Adjusted savings: consumption of fixed capital (% of GNI),-0.06763719022274017
180,"Gross fixed capital formation, private sector (current LCU)",-0.06690948456525803
1106,Manufactures imports (% of merchandise imports),-0.06629554182291031
596,Net domestic credit (current LCU),-0.06598785519599915
366,"Persistence to last grade of primary, total (% of cohort)",-0.06389380991458893
729,"Current health expenditure per capita, PPP (current international $)",-0.06315897405147552
287,"Transport services (% of service imports, BoP)",-0.06299184262752533
966,Employment in services (% of total employment) (modeled ILO estimate),-0.061801835894584656
820,"Population ages 60-64, female (% of female population)",-0.06168598681688309
890,Fixed broadband subscriptions (per 100 people),-0.06062399223446846
616,"Child employment in agriculture, female (% of female economically active children ages 7-14)",-0.060341011732816696
652,Law prohibits or invalidates child or early marriage (1=yes; 0=no),-0.06021595373749733
490,"Annual freshwater withdrawals, industry (% of total freshwater withdrawal)",-0.06010877341032028
390,"Repeaters, primary, total (% of total enrollment)",-0.059551749378442764
1003,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),-0.0585736408829689
676,"Self-employed, female (% of female employment) (modeled ILO estimate)",-0.05814489349722862
984,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",-0.05777916684746742
832,"Population ages 75-79, female (% of female population)",-0.05702231079339981
77,"Agriculture, forestry, and fishing, value added (current LCU)",-0.05678431689739227
541,People using safely managed drinking water services (% of population),-0.056732870638370514
612,Total reserves in months of imports,-0.056491222232580185
945,Coverage of social insurance programs (% of population),-0.05627698451280594
836,Population growth (annual %),-0.05624666437506676
89,DEC alternative conversion factor (LCU per US$),-0.05537208914756775
433,"Trained teachers in primary education, female (% of female teachers)",-0.05449340492486954
810,"Population ages 40-44, female (% of female population)",-0.053744204342365265
92,Expense (% of GDP),-0.05340864509344101
1169,Urban population growth (annual %),-0.05277475342154503
1025,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",-0.05275357887148857
637,"Employment in services, female (% of female employment) (modeled ILO estimate)",-0.05259166657924652
78,"Central government debt, total (% of GDP)",-0.05243885517120361
682,Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),-0.05227427929639816
