,items,comp
1018,"Unemployment, female (% of female labor force) (national estimate)",-0.5212816596031189
314,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",-0.5161300897598267
628,"Condom use, population ages 15-24, female (% of females ages 15-24)",-0.5137585401535034
1138,"Share of tariff lines with specific rates, all products (%)",-0.5091846585273743
745,"External health expenditure per capita, PPP (current international $)",-0.4963994026184082
483,Renewable electricity output (% of total electricity output),-0.49094676971435547
223,"Insurance and financial services (% of service exports, BoP)",-0.483185738325119
1014,"Unemployment with basic education, male (% of male labor force with basic education)",-0.47882574796676636
315,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",-0.46931272745132446
616,"Child employment in agriculture, female (% of female economically active children ages 7-14)",-0.46427100896835327
730,"Death rate, crude (per 1,000 people)",-0.4627971947193146
174,Gross fixed capital formation (annual % growth),-0.4623180031776428
1048,Urban poverty headcount ratio at national poverty lines (% of urban population),-0.460022896528244
929,Child employment in agriculture (% of economically active children ages 7-14),-0.4561484158039093
58,Adjusted savings: consumption of fixed capital (% of GNI),-0.4559430480003357
674,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",-0.45459115505218506
1081,Food imports (% of merchandise imports),-0.4473397731781006
838,"Population, female (% of total)",-0.4380505084991455
588,"Inflation, GDP deflator: linked series (annual %)",-0.42901742458343506
683,"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)",-0.4241393804550171
503,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",-0.417988657951355
1164,Population in the largest city (% of urban population),-0.41119837760925293
617,"Child employment in agriculture, male (% of male economically active children ages 7-14)",-0.40136897563934326
1140,"Share of tariff lines with specific rates, primary products (%)",-0.40053844451904297
342,"Labor force, female (% of total labor force)",-0.39256054162979126
338,"Government expenditure per student, tertiary (% of GDP per capita)",-0.388049453496933
221,"Inflation, GDP deflator (annual %)",-0.38803818821907043
306,"Current education expenditure, total (% of total expenditure in public institutions)",-0.38680869340896606
354,Lower secondary school starting age (years),-0.3816801905632019
1134,Net barter terms of trade index (2000 = 100),-0.37439343333244324
222,"Inflation, consumer prices (annual %)",-0.373935341835022
235,Net ODA received per capita (current US$),-0.369706392288208
207,Imports of goods and services (% of GDP),-0.36969566345214844
753,"Incidence of tuberculosis (per 100,000 people)",-0.367500901222229
1003,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),-0.36654767394065857
672,Proportion of seats held by women in national parliaments (%),-0.3644433617591858
1023,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",-0.3611999452114105
975,Female share of employment in senior and middle management (%),-0.347380667924881
1027,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)",-0.34728819131851196
935,"Children in employment, study and work (% of children in employment, ages 7-14)",-0.3418823182582855
987,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",-0.34016454219818115
41,Rural poverty gap at national poverty lines (%),-0.33917832374572754
684,"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)",-0.33713096380233765
324,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",-0.3313782215118408
386,"Pupil-teacher ratio, tertiary",-0.3297960162162781
653,Legislation exists on domestic violence (1=yes; 0=no),-0.3209976851940155
1040,Poverty gap at national poverty lines (%),-0.31441009044647217
412,"School enrollment, tertiary (gross), gender parity index (GPI)",-0.3143565356731415
481,Pump price for diesel fuel (US$ per liter),-0.313660204410553
1084,Insurance and financial services (% of commercial service exports),-0.3135177493095398
661,"Mortality rate, adult, male (per 1,000 male adults)",-0.3120918869972229
316,"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)",-0.30515825748443604
501,CO2 emissions from liquid fuel consumption (% of total),-0.2945651113986969
119,"Foreign direct investment, net inflows (% of GDP)",-0.29444801807403564
650,Law mandates nondiscrimination based on gender in hiring (1=yes; 0=no),-0.2938448190689087
201,Households and NPISHs Final consumption expenditure per capita growth (annual %),-0.2927151620388031
610,Strength of legal rights index (0=weak to 12=strong),-0.29027408361434937
400,"School enrollment, primary, male (% gross)",-0.2884204089641571
317,"Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)",-0.27809739112854004
330,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",-0.27774763107299805
155,General government final consumption expenditure (annual % growth),-0.2753564417362213
322,"Educational attainment, at least completed primary, population 25+ years, female (%) (cumulative)",-0.2752766013145447
962,Coverage of unemployment benefits and ALMP in poorest quintile (% of population),-0.27318549156188965
679,"Smoking prevalence, males (% of adults)",-0.2726562023162842
1137,"Share of tariff lines with international peaks, primary products (%)",-0.270685076713562
1076,"Cost to import, documentary compliance (US$)",-0.26692330837249756
592,Lending interest rate (%),-0.2648553252220154
474,Mineral rents (% of GDP),-0.2640465199947357
1056,Technicians in R&D (per million people),-0.26288890838623047
476,Nitrous oxide emissions in energy sector (% of total),-0.2616193890571594
1022,"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)",-0.261423796415329
1030,Income share held by fourth 20%,-0.2610228657722473
329,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",-0.25789880752563477
876,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",-0.2563011646270752
758,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",-0.25627487897872925
568,Bank nonperforming loans to total gross loans (%),-0.25529807806015015
318,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",-0.25498315691947937
334,"Government expenditure on education, total (% of GDP)",-0.25160253047943115
1021,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",-0.2508278787136078
487,Value lost due to electrical outages (% of sales for affected firms),-0.25062093138694763
323,"Educational attainment, at least completed primary, population 25+ years, male (%) (cumulative)",-0.2499183714389801
603,Real effective exchange rate index (2010 = 100),-0.2491113394498825
286,"Transport services (% of service exports, BoP)",-0.24661466479301453
1115,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),-0.2458234429359436
715,Children with fever receiving antimalarial drugs (% of children under age 5 with fever),-0.24431830644607544
604,Real interest rate (%),-0.24322263896465302
328,"Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)",-0.24245823919773102
647,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",-0.24140781164169312
1044,Poverty headcount ratio at national poverty lines (% of population),-0.2389163076877594
878,"Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)",-0.23689299821853638
1126,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),-0.23464864492416382
649,Law mandates equal remuneration for females and males for work of equal value (1=yes; 0=no),-0.23368820548057556
1028,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",-0.2330857515335083
264,"Revenue, excluding grants (% of GDP)",-0.23166358470916748
173,Gross fixed capital formation (% of GDP),-0.23110052943229675
147,GNI per capita growth (annual %),-0.23096957802772522
625,"Children in employment, study and work, male (% of male children in employment, ages 7-14)",-0.23019301891326904
462,Energy intensity level of primary energy (MJ/$2011 PPP GDP),-0.23004673421382904
716,"Community health workers (per 1,000 people)",-0.2290511429309845
250,Other manufacturing (% of value added in manufacturing),-0.22879134118556976
743,External health expenditure (% of current health expenditure),-0.22805362939834595
1143,"Tariff rate, applied, simple mean, primary products (%)",-0.2278457134962082
934,"Children in employment, self-employed, male (% of male children in employment, ages 7-14)",-0.22432160377502441
1035,Income share held by second 20%,-0.2194995880126953
1004,Ratio of female to male labor force participation rate (%) (national estimate),-0.21672573685646057
1135,"Share of tariff lines with international peaks, all products (%)",-0.21413427591323853
1036,Income share held by third 20%,-0.21303728222846985
1124,Merchandise imports from high-income economies (% of total merchandise imports),-0.21061672270298004
453,Electricity production from coal sources (% of total),-0.210141122341156
932,"Children in employment, self-employed (% of children in employment, ages 7-14)",-0.2094733715057373
957,Coverage of social safety net programs in richest quintile (% of population),-0.20896872878074646
624,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",-0.20802123844623566
164,Gross capital formation (annual % growth),-0.20711764693260193
372,"Primary completion rate, total (% of relevant age group)",-0.20018817484378815
371,"Primary completion rate, male (% of relevant age group)",-0.1999528855085373
918,Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),-0.1993364691734314
254,"Personal remittances, received (% of GDP)",-0.19672900438308716
1015,Unemployment with intermediate education (% of total labor force with intermediate education),-0.19575421512126923
1073,"Cost to export, border compliance (US$)",-0.1954066902399063
154,General government final consumption expenditure (% of GDP),-0.19518403708934784
278,Terms of trade adjustment (constant LCU),-0.19121646881103516
660,"Mortality rate, adult, female (per 1,000 female adults)",-0.1900937259197235
482,Pump price for gasoline (US$ per liter),-0.18996202945709229
419,"Secondary education, pupils (% female)",-0.18832997977733612
42,Rural poverty headcount ratio at national poverty lines (% of rural population),-0.18706922233104706
405,"School enrollment, secondary (gross), gender parity index (GPI)",-0.18599051237106323
1033,Income share held by lowest 10%,-0.18250155448913574
247,Net secondary income (Net current transfers from abroad) (current US$),-0.1823093444108963
8,Agricultural nitrous oxide emissions (% of total),-0.1806471049785614
1034,Income share held by lowest 20%,-0.18014343082904816
678,"Smoking prevalence, females (% of adults)",-0.17846819758415222
871,"Smoking prevalence, total (ages 15+)",-0.17814262211322784
541,People using safely managed drinking water services (% of population),-0.1779807209968567
1153,Taxes on exports (% of tax revenue),-0.17761945724487305
331,Expenditure on primary education (% of government expenditure on education),-0.1762877106666565
366,"Persistence to last grade of primary, total (% of cohort)",-0.1747886836528778
925,Benefit incidence of social insurance programs to poorest quintile (% of total social insurance benefits),-0.17452389001846313
118,"Foreign direct investment, net (BoP, current US$)",-0.1726575493812561
598,Net migration,-0.17098265886306763
1024,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",-0.17098212242126465
544,People using safely managed sanitation services (% of population),-0.1706431657075882
702,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,-0.16798992455005646
564,"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",-0.16647599637508392
986,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",-0.1654990315437317
181,Gross national expenditure (% of GDP),-0.1654617041349411
933,"Children in employment, self-employed, female (% of female children in employment, ages 7-14)",-0.16409000754356384
394,"School enrollment, primary (% gross)",-0.16301019489765167
1096,"Lead time to export, median case (days)",-0.16213083267211914
107,"External debt stocks (% of exports of goods, services and primary income)",-0.15917029976844788
1082,Import value index (2000 = 100),-0.15907493233680725
820,"Population ages 60-64, female (% of female population)",-0.1580788493156433
417,"Secondary education, general pupils (% female)",-0.15727855265140533
1008,"Share of youth not in education, employment or training, total (% of youth population)",-0.1571347564458847
364,"Persistence to last grade of primary, female (% of cohort)",-0.15611055493354797
667,Pregnant women receiving prenatal care (%),-0.15424750745296478
499,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",-0.15371614694595337
995,"Labor force with advanced education, male (% of male working-age population with advanced education)",-0.15219971537590027
713,Children (0-14) living with HIV,-0.1521119475364685
645,Firms with female participation in ownership (% of firms),-0.1513345092535019
425,"Tertiary education, academic staff (% female)",-0.14972805976867676
703,Adults (ages 15+) newly infected with HIV,-0.1488966941833496
915,Adequacy of social insurance programs (% of total welfare of beneficiary households),-0.14747793972492218
370,"Primary completion rate, female (% of relevant age group)",-0.14519119262695312
375,"Primary education, pupils (% female)",-0.14469598233699799
365,"Persistence to last grade of primary, male (% of cohort)",-0.1420024037361145
345,"Literacy rate, adult male (% of males ages 15 and above)",-0.1407480686903
363,"Persistence to grade 5, total (% of cohort)",-0.1396676003932953
1075,"Cost to import, border compliance (US$)",-0.1373366266489029
959,Coverage of unemployment benefits and ALMP in 2nd quintile (% of population),-0.13728711009025574
439,"Trained teachers in upper secondary education, female (% of female teachers)",-0.1365165263414383
573,Broad money to total reserves ratio,-0.13607719540596008
352,"Lower secondary completion rate, male (% of relevant age group)",-0.13589449226856232
1026,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",-0.13551372289657593
209,Imports of goods and services (annual % growth),-0.13369274139404297
475,Natural gas rents (% of GDP),-0.1310550570487976
539,"People using at least basic sanitation services, rural (% of rural population)",-0.13071466982364655
722,Completeness of death registration with cause-of-death information (%),-0.13064484298229218
1136,"Share of tariff lines with international peaks, manufactured products (%)",-0.13056328892707825
622,"Children in employment, female (% of female children ages 7-14)",-0.13017529249191284
1158,Transport services (% of commercial service exports),-0.13012579083442688
353,"Lower secondary completion rate, total (% of relevant age group)",-0.13009041547775269
391,"School enrollment, preprimary (% gross)",-0.12930402159690857
1113,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),-0.12894994020462036
997,"Labor force with basic education, female (% of female working-age population with basic education)",-0.12869448959827423
687,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",-0.12819206714630127
579,"Commercial bank branches (per 100,000 adults)",-0.12772347033023834
109,Final consumption expenditure (% of GDP),-0.12571752071380615
397,"School enrollment, primary and secondary (gross), gender parity index (GPI)",-0.1256546676158905
545,"People using safely managed sanitation services, rural (% of rural population)",-0.12263577431440353
234,Net ODA received (% of GNI),-0.12252004444599152
890,Fixed broadband subscriptions (per 100 people),-0.12210126221179962
350,"Literacy rate, youth total (% of people ages 15-24)",-0.12188984453678131
96,Exports of goods and services (annual % growth),-0.12039180099964142
347,"Literacy rate, youth (ages 15-24), gender parity index (GPI)",-0.11831733584403992
829,"Population ages 65-69, male (% of male population)",-0.11799196898937225
818,"Population ages 55-59, female (% of female population)",-0.11775059998035431
64,Adjusted savings: gross savings (% of GNI),-0.11774596571922302
658,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",-0.1176358237862587
104,External balance on goods and services (current LCU),-0.11762356758117676
615,Births attended by skilled health staff (% of total),-0.11638393253087997
759,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, female (%)",-0.11459171026945114
65,Adjusted savings: mineral depletion (% of GNI),-0.11117933690547943
23,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",-0.11048560589551926
5,"Agricultural machinery, tractors per 100 sq. km of arable land",-0.10831981152296066
383,"Pupil-teacher ratio, preprimary",-0.10746107250452042
828,"Population ages 65-69, female (% of female population)",-0.10652808845043182
385,"Pupil-teacher ratio, secondary",-0.10637091845273972
646,Firms with female top manager (% of firms),-0.10514640808105469
613,Wholesale price index (2010 = 100),-0.10417026281356812
936,"Children in employment, total (% of children ages 7-14)",-0.10343008488416672
770,Newborns protected against tetanus (%),-0.10293033719062805
710,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",-0.10177867859601974
659,"Maternal mortality ratio (national estimate, per 100,000 live births)",-0.1010068953037262
992,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",-0.10071934759616852
403,"School enrollment, secondary (% gross)",-0.09902146458625793
764,"Mortality rate, infant, female (per 1,000 live births)",-0.09833754599094391
35,Rural land area where elevation is below 5 meters (% of total land area),-0.09802208840847015
835,"Population ages 80 and above, male (% of male population)",-0.09762813150882721
351,"Lower secondary completion rate, female (% of relevant age group)",-0.09690463542938232
92,Expense (% of GDP),-0.09662193804979324
292,"Adjusted net enrollment rate, primary, male (% of primary school age children)",-0.09641733765602112
821,"Population ages 60-64, male (% of male population)",-0.09611786156892776
289,"Travel services (% of service imports, BoP)",-0.09600061923265457
421,"Secondary education, teachers (% female)",-0.09488548338413239
484,Renewable energy consumption (% of total final energy consumption),-0.09473667293787003
819,"Population ages 55-59, male (% of male population)",-0.09467533975839615
290,"Adjusted net enrollment rate, primary (% of primary school age children)",-0.09370456635951996
349,"Literacy rate, youth male (% of males ages 15-24)",-0.09361523389816284
1000,"Labor force with intermediate education, female (% of female working-age population with intermediate education)",-0.09358938038349152
877,"Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)",-0.0935606136918068
344,"Literacy rate, adult female (% of females ages 15 and above)",-0.09333731979131699
451,Electric power consumption (kWh per capita),-0.09333015978336334
594,Market capitalization of listed domestic companies (% of GDP),-0.09181135892868042
291,"Adjusted net enrollment rate, primary, female (% of primary school age children)",-0.09176801145076752
389,"Repeaters, primary, male (% of male enrollment)",-0.09173525869846344
892,Fixed telephone subscriptions (per 100 people),-0.09136585146188736
951,Coverage of social protection and labor programs (% of population),-0.09106576442718506
362,"Persistence to grade 5, male (% of cohort)",-0.09047058969736099
688,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",-0.09040272235870361
337,"Government expenditure per student, secondary (% of GDP per capita)",-0.08970925211906433
543,"People using safely managed drinking water services, urban (% of urban population)",-0.08954763412475586
719,"Completeness of birth registration, male (%)",-0.08933480829000473
284,Trade (% of GDP),-0.08915064483880997
834,"Population ages 80 and above, female (% of female population)",-0.08908425271511078
1047,Urban poverty gap at national poverty lines (%),-0.0877765566110611
392,"School enrollment, preprimary, female (% gross)",-0.08757098019123077
803,"Population ages 20-24, male (% of male population)",-0.08711259067058563
242,Net primary income (Net income from abroad) (current LCU),-0.08627164363861084
747,"Hospital beds (per 1,000 people)",-0.08465299010276794
244,"Net secondary income (BoP, current US$)",-0.08350920677185059
361,"Persistence to grade 5, female (% of cohort)",-0.08285389840602875
464,Energy use (kg of oil equivalent per capita),-0.08270148932933807
407,"School enrollment, secondary, female (% net)",-0.08228402584791183
307,"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",-0.08184551447629929
195,Households and NPISHs Final consumption expenditure (annual % growth),-0.08154140412807465
826,"Population ages 65 and above, male (% of total)",-0.08153237402439117
633,"Employers, female (% of female employment) (modeled ILO estimate)",-0.08105575293302536
1078,Export value index (2000 = 100),-0.08022996038198471
498,CO2 emissions (metric tons per capita),-0.08010232448577881
538,People using at least basic sanitation services (% of population),-0.07991421967744827
348,"Literacy rate, youth female (% of females ages 15-24)",-0.0798165500164032
360,"Over-age students, primary, male (% of male enrollment)",-0.07976339757442474
639,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",-0.07852593064308167
127,GDP deflator (base year varies by country),-0.07817591726779938
406,"School enrollment, secondary, female (% gross)",-0.07684671878814697
398,"School enrollment, primary, female (% gross)",-0.07599367946386337
705,"Age dependency ratio, old (% of working-age population)",-0.07539110630750656
273,Short-term debt (% of total reserves),-0.07379493117332458
623,"Children in employment, male (% of male children ages 7-14)",-0.07321926951408386
49,Adjusted net national income per capita (annual % growth),-0.07290985435247421
816,"Population ages 50-54, female (% of female population)",-0.07286687195301056
656,Lifetime risk of maternal death (%),-0.07221606373786926
1006,"Share of youth not in education, employment or training, female (% of female youth population)",-0.07174790650606155
794,"Population ages 10-14, male (% of male population)",-0.0716804713010788
763,"Mortality rate, infant (per 1,000 live births)",-0.07105106115341187
1130,Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),-0.07024339586496353
785,"Physicians (per 1,000 people)",-0.0686885342001915
636,"Employment in industry, male (% of male employment) (modeled ILO estimate)",-0.06814248859882355
204,Households and NPISHs final consumption expenditure (% of GDP),-0.06787580996751785
395,"School enrollment, primary (% net)",-0.06696134805679321
824,"Population ages 65 and above, female (% of total)",-0.06667220592498779
916,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),-0.06600487232208252
258,"Portfolio investment, net (BoP, current US$)",-0.06418851763010025
602,Public credit registry coverage (% of adults),-0.06386865675449371
720,"Completeness of birth registration, rural (%)",-0.06219436600804329
765,"Mortality rate, infant, male (per 1,000 live births)",-0.06217280030250549
524,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",-0.06160014122724533
1109,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",-0.06138833239674568
56,Adjusted savings: carbon dioxide damage (% of GNI),-0.06109092757105827
396,"School enrollment, primary (gross), gender parity index (GPI)",-0.06041223928332329
399,"School enrollment, primary, female (% net)",-0.06032463163137436
438,Trained teachers in upper secondary education (% of total teachers),-0.0589011013507843
346,"Literacy rate, adult total (% of people ages 15 and above)",-0.05797173082828522
721,"Completeness of birth registration, urban (%)",-0.056936249136924744
465,"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2011 PPP)",-0.056392818689346313
707,Antiretroviral therapy coverage (% of people living with HIV),-0.05595733970403671
358,"Over-age students, primary (% of enrollment)",-0.055905163288116455
796,"Population ages 15-19, male (% of male population)",-0.0558248907327652
393,"School enrollment, preprimary, male (% gross)",-0.055432382971048355
868,Risk of catastrophic expenditure for surgical care (% of people at risk),-0.05526740849018097
452,Electric power transmission and distribution losses (% of output),-0.054473504424095154
404,"School enrollment, secondary (% net)",-0.054311372339725494
822,Population ages 65 and above (% of total),-0.05408109724521637
531,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",-0.05366510897874832
882,Unmet need for contraception (% of married women ages 15-49),-0.05320153757929802
727,Current health expenditure (% of GDP),-0.05174693465232849
748,"Immunization, DPT (% of children ages 12-23 months)",-0.05167343094944954
38,Rural population (% of total population),-0.05075211822986603
833,"Population ages 75-79, male (% of male population)",-0.05029650032520294
495,CO2 emissions (kg per 2011 PPP $ of GDP),-0.05007702112197876
726,"Contraceptive prevalence, modern methods (% of women ages 15-49)",-0.04970085248351097
831,"Population ages 70-74, male (% of male population)",-0.049127109348773956
689,Wanted fertility rate (births per woman),-0.048756226897239685
488,Access to clean fuels and technologies for cooking (% of population),-0.048143599182367325
879,"Tuberculosis case detection rate (%, all forms)",-0.047669731080532074
388,"Repeaters, primary, female (% of female enrollment)",-0.04711702838540077
461,"Energy imports, net (% of energy use)",-0.045725539326667786
1161,Travel services (% of commercial service imports),-0.043923281133174896
926,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),-0.04339027404785156
768,"Mortality rate, under-5, female (per 1,000 live births)",-0.04321537911891937
949,Coverage of social insurance programs in poorest quintile (% of population),-0.04321398586034775
714,Children (ages 0-14) newly infected with HIV,-0.04300335422158241
947,Coverage of social insurance programs in 3rd quintile (% of population),-0.0424642488360405
832,"Population ages 75-79, female (% of female population)",-0.042066894471645355
709,"Birth rate, crude (per 1,000 people)",-0.041118040680885315
792,"Population ages 0-4, male (% of male population)",-0.04003574326634407
567,Bank liquid reserves to bank assets ratio (%),-0.039409175515174866
700,Women's share of population ages 15+ living with HIV (%),-0.03912185877561569
188,Gross savings (% of GNI),-0.03899459168314934
1114,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),-0.03863777965307236
817,"Population ages 50-54, male (% of male population)",-0.03859465569257736
359,"Over-age students, primary, female (% of female enrollment)",-0.0385143868625164
895,Individuals using the Internet (% of population),-0.03848518058657646
1037,Poverty gap at $1.90 a day (2011 PPP) (%),-0.038013532757759094
690,"Women making their own informed decisions regarding sexual relations, contraceptive use and reproductive health care  (% of women age 15-49)",-0.03782280907034874
401,"School enrollment, primary, male (% net)",-0.03775941580533981
718,"Completeness of birth registration, female (%)",-0.036423828452825546
967,"Employment to population ratio, 15+, female (%) (national estimate)",-0.03542359545826912
769,"Mortality rate, under-5, male (per 1,000 live births)",-0.03522701933979988
444,Access to electricity (% of population),-0.03482780605554581
844,Prevalence of anemia among non-pregnant women (% of women ages 15-49),-0.03467840701341629
954,Coverage of social safety net programs in 3rd quintile (% of population),-0.034396905452013016
701,ARI treatment (% of children under 5 taken to a health provider),-0.03428032994270325
523,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",-0.031498752534389496
496,CO2 emissions (kg per PPP $ of GDP),-0.031236732378602028
336,"Government expenditure per student, primary (% of GDP per capita)",-0.030609700828790665
952,Coverage of social safety net programs (% of population),-0.030416179448366165
26,Fertilizer consumption (kilograms per hectare of arable land),-0.02951044589281082
408,"School enrollment, secondary, male (% gross)",-0.028733137995004654
1063,"Binding coverage, all products (%)",-0.02752579376101494
724,Completeness of total death reporting (% of reported total deaths to estimated total deaths),-0.027160100638866425
706,"Age dependency ratio, young (% of working-age population)",-0.026148652657866478
830,"Population ages 70-74, female (% of female population)",-0.02435974031686783
